name_cap_2,num_rom_ca,Shape_Leng,Shape_Area
BEAGLE ISLANDS-SE,1838-II-SE,59944.84580000000,223438903.39100000000
GREEN HEAD-NE,1837-I-NE,59985.32280000000,223720520.83199999000
CLAIRAULT-SE,1830-I-SE,61276.23020000000,232701967.73500001000
MENTELLE-NE,1830-II-NE,61325.02200000000,233041435.13000000000
MENTELLE-SE,1830-II-SE,61374.11620000000,233383006.46300000000
TOOKER-NE,1829-I-NE,61423.51460000000,233726694.25799999000
NOLBA-SW,1841-II-SW,59478.57920000000,220194868.15799999000
NANSON-NW,1840-I-NW,59516.09070000000,220455853.32100001000
NANSON-SW,1840-I-SW,59553.84280000000,220718512.45300001000
WALKAWAY-NW,1840-II-NW,59591.83590000000,220982848.23800001000
WALKAWAY-SW,1840-II-SW,59630.07190000000,221248873.99200001000
WANNOO-NE,1844-III-NE,59012.25140000000,216950407.34200001000
AJANA-NE,1842-III-NE,59294.58240000000,218914716.46399999000
AJANA-SE,1842-III-SE,59330.91080000000,219167470.15200001000
HUTT-NE,1841-IV-NE,59367.47380000000,219421856.06200001000
NORTHAMPTON-NE,1841-III-NE,59441.30650000000,219935544.63000000000
NORTHAMPTON-SE,1841-III-SE,59478.57920000000,220194868.15799999000
HOWATHARRA-NE,1840-IV-NE,59516.09060000000,220455852.52900001000
HOWATHARRA-SE,1840-IV-SE,59553.84260000000,220718510.86700001000
GERALDTON-NE,1840-III-NE,59591.83560000000,220982845.95400000000
GERALDTON-SE,1840-III-SE,59630.07170000000,221248872.40200001000
WANNOO-NW,1844-III-NW,59012.25160000000,216950408.90099999000
NORTHAMPTON-NW,1841-III-NW,59441.30650000000,219935544.63000000000
HOWATHARRA-NW,1840-IV-NW,59516.09080000000,220455854.11300001000
HOWATHARRA-SW,1840-IV-SW,59553.84280000000,220718512.45300001000
GERALDTON-NW,1840-III-NW,59591.83580000000,220982847.54200000000
LYNTON-SW,1741-I-SW,59404.27200000000,219677878.36800000000
NORTH WEST CAPE-SE,1754-III-SE,57832.16040000000,208739961.90400001000
GANTHEAUME-SE,1742-IV-SE,59258.48700000000,218663583.86700001000
PORT GREGORY-SE,1741-IV-SE,59404.27180000000,219677876.78900000000
NORTH WEST CAPE-SW,1754-III-SW,57832.16020000000,208739960.40400001000
CARDABIA-SW,1651-I-SW,58105.36920000000,210640803.31999999000
CARNARVON-NE,1648-III-NE,58490.12540000000,213317732.32699999000
CARNARVON-SE,1648-III-SE,58521.15520000000,213533621.24399999000
CARNARVON-NW,1648-III-NW,58490.12540000000,213317732.32699999000
CARNARVON-SW,1648-III-SW,58521.15500000000,213533619.78099999000
PERON PENINSULA-SW,1646-III-SW,58777.00560000000,215313692.33700001000
